,chebyshev,boosting,random,uniform,supervised_model
Signal22-freq:12.865679176132428,0.6227547138821642,0.7298675431374103,0.5288265435308093,0.29884908635492635,0.4013990164762998
Signal23-freq:12.998674612785567,0.5552687049948357,0.6416823897439997,0.4743006192852984,0.2674400040766144,0.3797648166394157
Signal24-freq:13.138385242481212,0.5916133248667266,0.6760366607857813,0.4993999529213491,0.28778152674549934,0.3952600149682901
Signal25-freq:13.268095601499738,0.6241941512789572,0.7029224059811661,0.5311951250805302,0.30557434627740027,0.4096076334694162
Signal26-freq:13.400133474386218,0.6730287539368628,0.747959735275187,0.5737213417768546,0.33161400768615373,0.45480145612671047
Signal27-freq:13.529080949041532,0.693085953149295,0.7599805411576255,0.586998479996937,0.343708608880513,0.4262803798111431
Signal28-freq:13.663572136719708,0.6800774113171637,0.7355985605324343,0.5765377640117432,0.3409205285348693,0.47321955000037763
Signal29-freq:13.802862028786256,0.735491778346893,0.7835819395497877,0.633027299378654,0.37076891874567053,0.5106136229934348
Signal30-freq:13.935221387475368,0.7593269680319072,0.798586937278108,0.6453422175820793,0.386059543754315,0.5091348488074341
Signal31-freq:14.063264562764836,0.7278754116344469,0.7551920822363711,0.6207536398965687,0.3725553907245812,0.47960253668920677
Signal32-freq:14.198477350354432,0.7626621305267288,0.7796708979927341,0.6460322984991568,0.3934246593937092,0.48215449199854876
Signal33-freq:14.3312957586033,0.7789864402528893,0.7854113222118202,0.6628199907849697,0.4043831164004924,0.4920758248808354
Signal34-freq:14.467971338491022,0.8175112792487869,0.8124475450019899,0.6924216285743029,0.4264000429387799,0.5317842270029256
Signal35-freq:14.599274077395703,0.8274249017949543,0.8109720081888563,0.7098652781788711,0.4335536243185556,0.5508901106768297
Signal36-freq:14.731353543343559,0.835625395461634,0.8068580473941949,0.7065873480059907,0.444678920519527,0.5266778458563796
Signal37-freq:14.862209799955433,0.8675527066879772,0.8220257741180148,0.7416866359790378,0.4702395497491774,0.5012741298840919
Signal38-freq:14.999298513086579,0.867153308266156,0.7987246301516799,0.7312095766595783,0.483147263820888,0.47251806569798555
Signal39-freq:15.13126293100098,0.8680580108328264,0.8077373399104403,0.7481703957230087,0.46895738057280567,0.43829171073798606
Signal40-freq:15.266611348272203,0.8503158969987417,0.7745684973391369,0.7260655038140866,0.46699829374450685,0.4551652040515236
Signal41-freq:15.400127043221405,0.9375689640840661,0.839929975583828,0.8045303548479602,0.5203333010909132,0.4955446265669673
Signal42-freq:15.535448136070647,0.9733252216423023,0.8604764173313819,0.8286664387415492,0.543273777956704,0.5016408619558618
Signal43-freq:15.667327460684614,0.9401650218244865,0.8184958255395373,0.8035204640610112,0.5303841599602975,0.48775112796691306
Signal44-freq:15.802814414017023,0.8656493390719028,0.7424533881683918,0.7387398942571025,0.4915838812436661,0.47576565307785523
Signal45-freq:15.9308809527654,0.9264259352692382,0.78403436075401,0.7931863950639445,0.5312905913001669,0.4880475823135697
Signal46-freq:16.068581016135617,0.9514373337289759,0.7932056016988934,0.8186894154855757,0.5511290899666667,0.46877028819635674
Signal47-freq:16.199644810231717,0.9959648370222546,0.8181116990665093,0.8556429294769633,0.5812289787738708,0.48395395431354093
Signal48-freq:16.335150343215695,1.0097697916658905,0.8166417297388796,0.8679205132318026,0.5945637539909331,0.4984279508276952
Signal49-freq:16.46421966439183,0.9370758411662363,0.7469489141429244,0.8054183109399156,0.5567981991686305,0.5154541436151714
Signal50-freq:16.60115548623095,0.9814725469713557,0.772285416987181,0.8421425533159987,0.5874476752178148,0.5179705160783152
Signal51-freq:16.735500658369748,1.1092614558559564,0.860268894646022,0.95180277226583,0.6716568151512332,0.6412440703556587
Signal52-freq:16.868412374310324,1.1218239047995464,0.8573883822318283,0.9723752472844766,0.6851818258947233,0.6599838125408891
Signal53-freq:17.00179452859231,1.014680528593945,0.7661342779060492,0.8733476507499901,0.625741798736874,0.601503883735473
Signal54-freq:17.127628063915274,1.104897436386535,0.8225494148521534,0.9551089405759027,0.687629547233681,0.6592912309058561
Signal55-freq:17.272496463158667,1.167817751176772,0.8559273664668509,1.0093472413578293,0.7337860422833112,0.6907046490085846
Signal56-freq:17.404773171556073,1.0131133380539017,0.7317312568424167,0.8774787352454311,0.6422727266809584,0.6072830698838373
Signal57-freq:17.53077383643968,1.0814269218211117,0.77123397430805,0.9375785845964825,0.6915571624545075,0.6463846409890849
Signal58-freq:17.667683409843434,1.088009643939898,0.7657420426239375,0.941509315598175,0.7026643027843934,0.7434411149880615
Signal59-freq:17.80274795324685,1.1364578171691588,0.791261885372937,0.9891243395488596,0.7425727061923426,0.8631509219358929
Signal60-freq:17.936345687184755,1.137194533440929,0.7732070617095155,0.982191137698355,0.7442535888727828,0.8859524829863885
Signal61-freq:18.067186797766496,1.2609657376111998,0.8532887691466599,1.0954816014087088,0.8386799429676566,1.0051135126611088
Signal62-freq:18.199646619221493,1.2325141450235981,0.8264004171844636,1.074731865663034,0.827944783606947,1.0050659353787532
Signal63-freq:18.336846708152482,1.2429171339854392,0.8226671252684439,1.0924477668432397,0.8441749962581242,1.032920342031788
Signal64-freq:18.4711847401481,1.2150519431304856,0.7953982474351825,1.0606936172222157,0.8336241359188961,1.0055831342507489
Signal65-freq:18.60163560001277,1.0994229168703893,0.7117997355553797,0.961917816315762,0.762437500869064,0.8890176393174979
Signal66-freq:18.735162705675467,1.267715384980792,0.8125061145429581,1.1098754340702024,0.888486045556501,0.9929362375858042
Signal67-freq:18.87003508656708,1.3479388666940182,0.8547795159471738,1.1850620172125559,0.9550914488044464,1.0092357724277417
Signal68-freq:19.003282012639875,1.3122107502278773,0.8241465168466465,1.1518337711153852,0.9386066435953517,0.9712212907061315
Signal69-freq:19.136191724974953,1.2920023233388593,0.8038268652403723,1.1415016268661398,0.9338355330787258,0.9655820896849221
Signal70-freq:19.267096473519477,1.2407021124562514,0.765181378852957,1.0956499132628756,0.9059922758996076,0.897282529537144
Signal71-freq:19.40095600416785,1.3354101027491743,0.8174195856602676,1.1827968309635544,0.9856606618099333,0.9974581729913093
Signal72-freq:19.533174803714292,1.2096188601064015,0.734822457899121,1.0749665969926239,0.9019148204626218,0.8950834718734731
Signal73-freq:19.669174066067203,1.327349352963846,0.8003239200655061,1.1839824462361188,1.0001128202824843,0.9811856695303686
Signal74-freq:19.801972384080496,1.3105885018503853,0.7849254671939755,1.1635234265875036,0.9977673415401503,0.9750842142330857
Signal75-freq:19.93784142625662,1.3289740018568614,0.7910796786575476,1.1857572403669265,1.0229413970778851,0.9155996308966329
